NO,ARRIVAL DATE,HS CODE,HS CODE DESCRIPTION,IMPORTER NAME,IMPORTER ADDRESS,IMPORTER COUNTRY,CITY STATE,TEL,FAX,E-MAIL,WEB,EXPORTER NAME,EXPORTER ADDRESS,COUNTRY OF ORIGIN,IMPORT VALUE FOB,IMPORT VALUE CIF,CURRENCY,NET WEIGHT,NET WEIGHT UNIT,GROSS WEIGHT,GROSS WEIGHT UNIT,QUANTITY,QUANTITY UNIT,PRODUCT DETAILS,NUMBER OF PACKAGES,PACKAGES UNIT,INCOTERMS,PLACE OF DELIVERY,BRAND NAME,MANUFACTORING COMPANY,PORT OF ARRIVAL,PORT OF DEPARTURE,NOTIFY PARTY,NOTIFY ADDRESS,VOLUME,VOLUME UNIT,PREPORT,SHIPPER COUNTRY,US STATE,US PORT2,FINAL US PORT,FINAL FOREIGN PORT,FINAL COUNTRY,CONTAINER COUNT,TOTAL TEUS
12,30-01-2020,10063020,Basmati Rice,YANNI RICE SPECIALISTLTD.,.,Mauritius,Mauritius,.,.,.,.,SUPPLE TEK INDUSTRIES PRIVATE LIMITED,"VILLAGE CHABBA,TARN TARAN ROAD,   ,AMRITSAR PUNJAB ,0 ,2100030,9501051191 ,suppletekindustries@gmail.com",India,110095.25,0.00,USD,0.00,,0.00,,115.00,MTS,1121 BASMATI RICE PACKING IN 4X5 KG BOPP BAGS SUCH 4 BAGS IN ONE MASTER LAMINATE D PP BAG OF 20 KG,0.00,,,,,,Port Louis,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
13,30-01-2020,10063020,Basmati Rice,GOLDEN GRAINS ENTLTD.,.,Mauritius,Mauritius,.,.,.,.,NEW BHARAT OVERSEAS,"2612/13, 3RD FLOOR,   ,NAYA BAZAR,DELHI ,PIN-110006 ,919818367355 ,devender@tajmahalrice.com",India,52582.40,0.00,USD,0.00,,0.00,,52.00,MTS,TAJ MAHAL MAXI-LONG PREMIUM QUALITY STEAMED BASMATI RICE PACK IN-20 KG WPP BAGS-2600 BAGS(RCAC NO: 2,0.00,,,,,,Port Louis,GRFL SAHNEWAL LUDHIANA ICD (INSGF6),,,0.00,,,,,,,,,0,0
14,30-01-2020,10063020,Basmati Rice,ROAA BINAFFIF TRADING EST,.,Saudi Arabia,SA - Saudi Arabia,.,.,.,.,JKG OVERSEAS PVT.LTD.,"H.NO.1203,SECTOR-7,URBAN ESTATE   ,KARNAL/HARYANA/ ,PIN-132116 ,9896342573 ,info.jkrice@gmail.com",India,36432.00,0.00,USD,0.00,,0.00,,46.00,MTS,"INDIAN PUSA CREAMY SELLA RICE,1150 BAG P",0.00,,,,,,Jeddah,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
15,30-01-2020,10063020,Basmati Rice,BAMASAQ TRADING & SERVICES CO,.,Saudi Arabia,Saudi Arabia,.,.,.,.,PURAN CHAND RICE MILLS PVT.LTD.,"ADDRESS  RAILWAY ROAD,     TARAORI,     KARNAL/HARYANA      ,KARNAL/HARYANA ,0 ,01745-242103 ,pcrmill@sify.com",India,18400.00,0.00,USD,0.00,,0.00,,23.00,MTS,"INDIAN SELLA BASMATI RICE,GRADE-A,LONG G",0.00,,,,,,KING ABDULLAH CITY,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
16,30-01-2020,10063020,Basmati Rice,BAMASAQ TRADING & SERVICES CO,.,Saudi Arabia,Saudi Arabia,.,.,.,.,PURAN CHAND RICE MILLS PVT.LTD.,"ADDRESS  RAILWAY ROAD,     TARAORI,     KARNAL/HARYANA      ,KARNAL/HARYANA ,0 ,01745-242103 ,pcrmill@sify.com",India,17750.64,0.00,USD,0.00,,0.00,,24.00,MTS,INDIAN SELLA BASMATI RICE GRADE-A LONG G RAIN CROP-2019 CREAMY COLOUR PACKED IN 4 X10 KGS NW N/WOVEN,0.00,,,,,,KING ABDULLAH CITY,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
17,30-01-2020,10063010,"Rice, parboiled",KARTHIKA ENTERPRISES PTE.LTD.,.,Singapore,Singapore,.,.,.,.,ARAPPURA EXPORTS,"XIII/120,  INDUSTRIAL DEVELOPMENT PLOT NO.4 ,MUNDAKKAL WEST,KOLLAM ,PIN-691001 ,04742763651 ,arappuraexports@gmail.com",India,1697.50,0.00,USD,0.00,,0.00,,1.75,KGS,PARBOILED RICE (NON BASMATI RICE),0.00,,,,,,Singapore,TUTICORIN SEA (INTUT1),,,0.00,,,,,,,,,0,0
18,30-01-2020,10063010,"Rice, parboiled",HSBC TRADE SERVICES,.,United Kingdom,United Kingdom,.,.,.,.,VISNUKUMAR TRADERS PRIVATE LIMITED,"NO.112-B, POONAMALLEE HIGH ROAD,VELAPPANCHAVADI,   ,CHENNAI, TAMILNADU ,600077 ,55715715 ,vktpl@vsnl.net",India,19322.25,0.00,USD,0.00,,0.00,,25.00,MTS,NON BASMATI RICE - (PONNI BOILED RICE) S HANKAR BRAND PKD IN 10 KGS X 1 NOS PP BA GS,0.00,,,,,,Felixstowe,KATTUPALLI PORT SEA (INKAT1),,,0.00,,,,,,,,,0,0
19,30-01-2020,10063020,Basmati Rice,SPICE OF LIFE(SCOTLAND)LTD,.,United Kingdom,United Kingdom,.,.,.,.,R.S.RICE MILLS,"OPPSITE GURUDWARA TAHLA  SAHIB TARN TARAN ROAD, ,AMRITSAR,PUNJAB ,PIN-143001 ,2482711/2484711 ,diamond@jia.vsnl.net.in,info@ricemills.com",India,29877.51,0.00,USD,0.00,,0.00,,22.99,MTS,INDIAN SUPERIOR QUALITY 1121 EXTRA LONG BASMATI RICE APEDA RCAC NO.275531,0.00,,,,,,Glasgow,CHEHERTA ICD (INASR6),,,0.00,,,,,,,,,0,0
20,30-01-2020,10063090,Rice Excptg Parboiled (Excl Basmati Rice),"HOME NEEDS, INC.",.,United States,United States,.,.,.,.,NSP INTERNATIONAL,"D- 803,  KONDAPUR, ,HYDERABAD, TELANGANA. ,PIN-500084 ,040-23110335 ,RAMESH.MUVVA@GMAIL.COM",India,1116.50,0.00,USD,0.00,,0.00,,55.00,BAG,DEVI CRYSTAL SONA MASURI RICE (Bags each,0.00,,,,,,Seattle,NHAVA SHEVA SEA (INNSA1),,,0.00,,,,,,,,,0,0
21,30-01-2020,10063020,Basmati Rice,"ITREAT, INC.",.,United States,United States,.,.,.,.,ITREAT FOODS LLP," , , , ,",India,21615.16,0.00,USD,0.00,,0.00,,19.98,MTS,BASMATI RICE 1100 BAGS PKD IN 40 LBS,0.00,,,,,,Long Beach,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
22,30-01-2020,10063020,Basmati Rice,BHUMI FOODS LLC.,"41484 CHRISTY STREET, FREMONT CA 94538, DETROIT MI 48201 US",United States,United States,.,.,.,.,SRESTA NATURAL BIOPRODUCTS PVT LTD,"203 PAVANI ANNEXE, ROADNO.2BANJARA HILLS   ,HYDERABAD.A.P. ,500034 ,27893028 ,info@sresta.com",India,1546.56,0.00,USD,0.00,,0.00,,0.64,MTS,ORGANIC BROWN BASMATI RICE 8 LB(AS PER I NV & PKG),0.00,,,,,,Oakland,HYDERABAD ICD (INSNF6),,,0.00,,,,,,,,,0,0
23,30-01-2020,10063010,"Rice, parboiled",BHUMI FOODS LLC.,"41484 CHRISTY STREET, FREMONT CA 94538, DETROIT MI 48201 US",United States,United States,.,.,.,.,SRESTA NATURAL BIOPRODUCTS PVT LTD,"203 PAVANI ANNEXE, ROADNO.2BANJARA HILLS   ,HYDERABAD.A.P. ,500034 ,27893028 ,info@sresta.com",India,496.30,0.00,USD,0.00,,0.00,,0.45,MTS,ORGANIC IDLY RAVA 2 lb(AS PER INV & PKG),0.00,,,,,,Oakland,HYDERABAD ICD (INSNF6),,,0.00,,,,,,,,,0,0
24,30-01-2020,10063090,Rice Excptg Parboiled (Excl Basmati Rice),JPRL GENERAL TRADING LLC.,.,United Arab Emirates,United Arab Emirates,.,.,.,.,SHRI SHYAM JI KHADYA BHANDHAR," , , , ,",India,73176.74,0.00,USD,0.00,,0.00,,155.50,MTS,SONA MASOORI STEAM RICE PACKED IN 18 KG NON WOVEN BAGS,0.00,,,,,,Jebel Ali,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
25,30-01-2020,10063010,"Rice, parboiled",Good Earth General Trading LLC.,.,United Arab Emirates,United Arab Emirates,.,.,.,https://goodearthllc.com,TLG AGRO TRADERS PRIVATE LIMITED,"SHOP NO.66, GRAIN MARKET, DHARAMKOT,   ,DISTT.MOGA, PUNJAB ,0 ,0682220032 ,jk.garg@yahoo.co.in",India,4317.49,0.00,USD,0.00,,0.00,,9.77,MTS,"LONG GRAIN BIRYANI  RICE(NON-BASMATI) PA CKED IN 35KG.NETT.EACH NEW BOPP LAMINATE D BAG """"KIWI """"BRAND",0.00,,,,,,Jebel Ali,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
26,30-01-2020,10063010,"Rice, parboiled",Good Earth General Trading LLC.,.,United Arab Emirates,United Arab Emirates,.,.,.,https://goodearthllc.com,TLG AGRO TRADERS PRIVATE LIMITED,"SHOP NO.66, GRAIN MARKET, DHARAMKOT,   ,DISTT.MOGA, PUNJAB ,0 ,0682220032 ,jk.garg@yahoo.co.in",India,15892.72,0.00,USD,0.00,,0.00,,35.95,MTS,"LONG GRAIN BIRYANI  RICE(NON-BASMATI) PA CKED IN 35KG.NETT.EACH NEW BOPP LAMINATE D BAG """"DOUBLE JJ G",0.00,,,,,,Jebel Ali,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
27,30-01-2020,10063020,Basmati Rice,Good Earth General Trading LLC.,.,United Arab Emirates,United Arab Emirates,.,.,.,https://goodearthllc.com,TLG AGRO TRADERS PRIVATE LIMITED,"SHOP NO.66, GRAIN MARKET, DHARAMKOT,   ,DISTT.MOGA, PUNJAB ,0 ,0682220032 ,jk.garg@yahoo.co.in",India,7262.91,0.00,USD,0.00,,0.00,,9.24,MTS,PUSA1121 INDIAN BASMATI STEAMRICE PKDIN 20KGNT POLY POUCH WITH HNDLS&SCH 1FLD PO UCH FRTHR PKDIN CRG,0.00,,,,,,Jebel Ali,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
28,30-01-2020,10063090,Rice Excptg Parboiled (Excl Basmati Rice),LUCKY GBR GENERAL TRADING LLC.,.,United Arab Emirates,United Arab Emirates,.,.,.,.,SAMSKRUTHI EXPORTERS,"MUNICIPAL NO.3-6-224-225, F.NO.501, SRIDEVI ESTATES, STREET NO.16, HIMAYATH NAGAR   ,HYDERABAD ,0 ,8008998787 ,kskr96@gmail.com",India,77176.80,0.00,USD,0.00,,0.00,,162.00,MTS,INDIAN NON BASMATI RICE (PACKED IN NEW P P/NON WOVEN BAGS) TOTAL 9000 BAGS / 18 K GS NET WT OF EACH,0.00,,,,,,Jebel Ali,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
29,30-01-2020,10063090,Rice Excptg Parboiled (Excl Basmati Rice),GRAND POWER GENERAL TRADING LLC.,.,United Arab Emirates,United Arab Emirates,.,.,.,.,SHRI SHYAM JI KHADYA BHANDHAR," , , , ,",India,61373.37,0.00,USD,0.00,,0.00,,129.60,MTS,SONA MASOORI STEAM RICE PACKED IN 18 KG NON WOVEN BAGS,0.00,,,,,,Jebel Ali,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
30,30-01-2020,10063020,Basmati Rice,ADIL & AHMED GENERAL TRADING LLC.,.,United Arab Emirates,United Arab Emirates,.,.,.,.,J .P .G INTERNATIONAL,"SHOP NO 6, JANTA MANDI   ,KARNAL/HARYANA ,PIN-132001 ,09416031343 ,jaiprakashgarg@gmail.com",India,20592.00,0.00,USD,0.00,,0.00,,24.00,MTS,1121 SELLA RICE (BASMATI) PACKED IN 4X10,0.00,,,,,,Jebel Ali,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
31,30-01-2020,10063020,Basmati Rice,AAR KAY INTERNATIONAL PTYLTD.,72 B Lara Way Campbellfield 3061. ,Australia,Campbellfield ,+61 3 9357 7994,+61 3 9357 7954,info@aarkayinternational.com,www.aarkayinternational.com,CAPITAL VENTURES PRIVATE LIMITED,"SHOP NO.7,SARJA MARKET COMPLEXNAHARPUR,ROHINI.SECOR-7   ,DELHI ,110085 ,01127040099 ,Rkauto7rediffmail.com",India,25912.08,0.00,USD,0.00,,0.00,,19.72,MTS,BASMATI RICE 5 KG X 4 PACKED IN PP BA,0.00,,,,,,Melbourne,SONEPAT ICD (INBDM6),,,0.00,,,,,,,,,0,0
32,30-01-2020,10063020,Basmati Rice,FRUITICANA PRODUCE LTD.,"Suite 170, 8087-120th Street, Delta, V4C 6P7",Canada,British Columbia,,,.,www.myfruiticana.com,INDO ARAB GRAIN SUPPLIERS,"59, FIRST FLOOR,,NEW ANAJ MANDI   ,GHARAUNDA,HARYANA ,PIN-132114 ,919813015950 ,vikasbindal@hotmail.com",India,30044.30,0.00,USD,0.00,,0.00,,42.02,MTS,INDICANT INDIAN SELLA BASMATI RICE (3.63,0.00,,,,,,Vancouver,JATTIPUR ICD (INDWN6),,,0.00,,,,,,,,,0,0
33,30-01-2020,10063010,"Rice, parboiled",STAR IMPEX,.,Germany,Germany,.,.,.,https://www.starimpex.com,AACHI MASALA FOODS PRIVATE LIMITED,"181/1 6TH AVENUETHANGAM COLONY   ,ANNA NAGAR WEST, CHENNAI ,600040 ,044/26185410 ,info@aachigroup.com",India,651.20,0.00,USD,0.00,,0.00,,40.00,CTN,Aachi Idly Rice - 5 Kgs,0.00,,,,,,Hamburg,CHENNAI SEA (INMAA1),,,0.00,,,,,,,,,0,0
34,30-01-2020,10063020,Basmati Rice,EL SHAHINE FOR IMPORT & EXPORT,"ALZATERA,ALZARKA",Egypt,Egypt,.,.,.,.,INDO ARAB GRAIN SUPPLIERS,"59, FIRST FLOOR,,NEW ANAJ MANDI   ,GHARAUNDA,HARYANA ,PIN-132114 ,919813015950 ,vikasbindal@hotmail.com",India,44734.00,0.00,USD,0.00,,0.00,,50.00,MTS,ABOUMUSLAM ELATAR 1121 GOLDEN SELLA BASM ATI RICE (25KG*1) BOPP BAG WITH OUTER,0.00,,,,,,Damietta,SONEPAT ICD (INBDM6),,,0.00,,,,,,,,,0,0
35,30-01-2020,10063000,"Semi-milled or wholly milled rice, whether or not polished or glazed",KRISH COMMODITIESLTD.,81565 Mombasa,Kenya,Kenya,.,.,.,.,KLA FOODS INDIA LTD AC ASCENT GROUP,INDIA UTTARAKHAND,India,10160515.10,0.00,KES,0.00,,0.00,,124700.00,kg,INDIAN LONG GRAIN RICE GRADE 1 IN 50KG BAGS IN 5X20FT CNERS HSE/HSE,0.00,,,,,,IIL,,INLAND AFRICA LOGISTICS LIMITED,3457 80100 MOMBASA,0.00,,,,,,,,,0,0
36,30-01-2020,10063020,Basmati Rice,MR. MOHAMMAD JABARA,.,Kuwait,KW - Kuwait,.,.,.,.,AS ENTERPRISE," , , , ,",India,10222.44,0.00,USD,0.00,,0.00,,12.44,MTS,AL FAYSAL XXL INDIAN LONG GRAIN AGED  BA SMATI RICE (5 KG BAGS) (MADE IN INDIA),0.00,,,,,,Shuwaikh,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
37,30-01-2020,10063020,Basmati Rice,ALTAWAF GENERAL TRADING,.,Kuwait,KW - Kuwait,.,.,.,.,CROWN GLOBAL TRADING PRIVATE LIMITED,"D 1/5 F FLOOR,D RAJOURI GARDEN, NE  AR BINDER PARK ,DELHI,DELHI ,PIN-110027 ,919654667766 ,info.mrhindia@gmail.com",India,8104.26,0.00,USD,0.00,,0.00,,11.40,MTS,INDIAN ORIGIN LONG GRAIN 1401 STEAM BASM ATI RICE PACKING : 2X19 KGS NON WOVEN BA GS (O/D AS PER INV,0.00,,,,,,Shuaiba,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
38,30-01-2020,10063090,Rice Excptg Parboiled (Excl Basmati Rice),MR. MOHAMMAD JABARA,.,Kuwait,KW - Kuwait,.,.,.,.,AS ENTERPRISE," , , , ,",India,9815.08,0.00,USD,0.00,,0.00,,11.95,MTS,AL FAYSAL PREMIUM PARBOILED RICE (5 KG B AGS)-LONG GRAIN INDIAN RICE (NON-BASMATI ) (MADE IN INDIA),0.00,,,,,,Shuwaikh,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
39,30-01-2020,10063020,Basmati Rice,MR. MOHAMMAD JABARA,.,Kuwait,KW - Kuwait,.,.,.,.,AS ENTERPRISE," , , , ,",India,9959.48,0.00,USD,0.00,,0.00,,12.12,MTS,AL FAYSAL XL INDIAN LONG GRAIN BASMATI R ICE (5 KG BAGS) (MADE IN INDIA),0.00,,,,,,Shuwaikh,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
40,30-01-2020,10063020,Basmati Rice,SOCIETE GENERALE,.,Morocco,Morocco,.,.,.,.,EBRO TILDA PRIVATE LIMITED,"REGUS BUISNESS CENTER, LEVEL-2, ELEGANCE TOWER, OLD MATHURA ROAD,   ,JASOLA, NEW DELHI ,0 , ,",India,3714.28,0.00,USD,0.00,,0.00,,1.78,MTS,"""""TILDA"""" INDIAN BASMATI RICE PACKED IN 08",0.00,,,,,,Casablanca,SONEPAT ICD (INBDM6),,,0.00,,,,,,,,,0,0
41,30-01-2020,10063020,Basmati Rice,AMIR FOODS,.,Netherlands,NL - Netherlands,.,.,.,.,RICEMAN INDIA PRIVATE LIMITED," , , , ,",India,67800.00,0.00,USD,0.00,,0.00,,60.00,MTS,BUL BUL BRAND 1121 SELLA BASMATI RICE PA,0.00,,,,,,Rotterdam,JATTIPUR ICD (INDWN6),,,0.00,,,,,,,,,0,0
42,30-01-2020,10063020,Basmati Rice,BIKANER FOODS NZLTD.,.,New Zealand,New Zealand,.,.,.,.,BIKANERVALA FOODS PRIVATE LIMITED,"A-28 LAWRENCE ROADINDUSTRIAL AREA   ,NEW DELHI ,110035 ,011-27196152 ,info@bikanervala.com",India,250.24,0.00,USD,0.00,,0.00,,16.00,CTN,FOOD PREPARATION NES ITEMS- RICE SALEM IDLY,0.00,,,,,,Auckland,SONEPAT ICD (INBDM6),,,0.00,,,,,,,,,0,0
43,30-01-2020,1006306709,"Rice, Semi-Milled Or Wholly Milled, Whether Or Not Polished Or Glazed","ООО """"АГРО-АЛЬЯНС""""","197373 Г. САНКТ-ПЕТЕРБУРГ ПРОСПЕКТ ШУВАЛОВСКИЙ, 28",Russian Federation,Russia,.,.,.,.,AL-GYAS EXPORTS PTV. LTD.,,India,103789.59,0.00,USD,250000.00,Kg.,250740.00,Kg.,0.00,,"РИС ИНДИЙСКИЙ ПОЛНОСТЬЮ ОБРУШЕННЫЙ, ШЛИФОВАННЫЙ. ПРОПАРЕННЫЙ, ДЛИННОЗЕРНЫЙ С ОТНОШЕНИЕМ ДЛИНЫ К ШИРИНЕ БОЛЕЕ 3-Х, 5 % БИТЫХ ЗЕРЕН, 100% СОРТЕКСД, КОД ОКП929410, В МЕШКАХ ПО 50 КГ НЕТТО - 2000 МЕШКОВ, В МЕШКАХ ПО 25 КГ НЕТТО - 6000 МЕШКОВ, : ДЛЯ СВОБОДНОЙ ",0.00,,FOB,MUNDRA,БЕЗ ТОВАРНОГО ЗНАКА,AL-GYAS EXPORTS PVT LTD,,,"ООО """"АГРО-АЛЬЯНС""""","197373, ГОРОД ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ, город САНКТ-ПЕТЕРБУРГ, ШУВАЛОВСКИЙ ПРОСПЕКТ",0.00,,,India,,,,,,0,0
44,30-01-2020,10063020,Basmati Rice,"ABDULRAHMAN & MOHD, A AZIZ",.,Saudi Arabia,Saudi Arabia,.,.,.,.,D D INTERNATIONAL PVT LTD,"26,THE MALL,AMRITSAR   ,PUNJAB ,143001 ,2563866,2560866,2211966,2211866 ,ddiga@glide.net.in",India,41574.80,0.00,USD,0.00,,0.00,,46.00,MTS,PURE  BASMATI SELLA RICE PACKING: 04 X 1 0 KGS  SUPER  CANVAS  DOUBLE JUTE BAGS,0.00,,,,,,Dammam,JATTIPUR ICD (INDWN6),,,0.00,,,,,,,,,0,0
45,30-01-2020,10063020,Basmati Rice,BAMASAQ TRADING & SERVICES CO,.,Saudi Arabia,Saudi Arabia,.,.,.,.,PURAN CHAND RICE MILLS PVT.LTD.,"ADDRESS  RAILWAY ROAD,     TARAORI,     KARNAL/HARYANA      ,KARNAL/HARYANA ,0 ,01745-242103 ,pcrmill@sify.com",India,36980.50,0.00,USD,0.00,,0.00,,50.00,MTS,INDIAN SELLA BASMATI RICE GRADE-A LONG G RAIN CROP-2019 CREAMY COLOUR PACKED IN 4 0KGS NEW DOUBLE JU,0.00,,,,,,KING ABDULLAH CITY,MUNDRA SEA (INMUN1),,,0.00,,,,,,,,,0,0
